Liberal,Besides acidification  there are serious effects on fundamental biological productivity  since warming surface layers makes them circulate less with cooler  lower waters  thus increasing ocean  stratification 
Liberal,One reason is that the Keynesian intellectual basis for the stimulus is harder to explain than the intuitive  but wrong  gut reaction that when times are tight  the government should tighten its belt  too 
Liberal,It is possible to create a highfunctioning universal health care system without creating a public insurance option 
Liberal,The drying up and contamination of freshwater diminishes public wealth  creating investment opportunities for capital  while profits made from selling increasingly scarce water are recorded as contributions to income and riches 
Liberal, Yes  we are going to balance the budget in seven years  save the Medicare trust fund  and cut billions of dollars from federal programs   the accountants say  but they offer nothing to fulfill the public longing to live in a better nation  one in which compassion and community are at least as important as economic efficiency 
Liberal,Two brass rings now seem within reach of today s  compassionate conservatives    1  control of the judiciary  which often frustrates the Right by upholding antidiscrimination laws and protecting the separation of church and state  and  2  capping damage awards in the courtroom through socalled tort reform 
Liberal,It is our contention that most of the critical environmental problems we have are either caused  or made much worse  by the workings of our economic system 
Liberal,The crisis demonstrated how wrong their views about the labor market were  the United States  with allegedly the most flexible labor market  performed far worse than countries with stronger labor protections  like Sweden and Germany  40 And the reason is obvious  cuts in wages reduce total demand and deepen the downturn 
Liberal,he revisited the Great Depression  especially the secondary depression that began in 1937  when Franklin Roosevelt raised taxes and cut spending and the Federal Reserve  again  contracted the money supply 
Liberal,Because what America should be striving for is nt energy independence  but energy security  that is  access to energy sources that are reliable and reasonably affordable  that can be deployed quickly and easily  yet are also safe and politically and environmentally sustainable 
Liberal,Rather than cut taxes on the rich in order to generate more financial capital  we need to use those tax revenues instead to improve the productivity of all Americans 
Liberal,But they can take at least some comfort in looking overseaswhere one tiny country has managed to build a popular and successful universal health care program based entirely on private insurance 
Liberal,As his job approval ratings dropped in 2005  White House aides peddled the idea that  rather than being a caretaker president  Bush is a revolutionary leader who suffers low ratings only because he is unafraid to fight for radical ideas like private Social Security accounts or sweeping tax changes 
Liberal,And because they are so easy to count  arrests have come to outweigh more important but hardertoquantify variables such as crimes prevented  fights mitigated  or public fears assuaged 
Liberal,Business lobbies  for example  have learned to support the conservative agenda even when it is irrelevant to their own interests  for they realize that with conservatives in power  they will be fighting over spoils with winners  rather than over recriminations with losers 
Liberal,Modern research is beginning strongly to suggest that a growing gap between the top and bottom of the income and wealth distributions causes  in and of itself  a host of problems  similar to those we are almost certain are caused by rising unemployment 
Liberal,That many economists before 1930 developed antilaissezfaire arguments and supported Progressive causes may surprise those who think that professional economists have almost always favored leaving the market free  or at least did so before Keynes 
Liberal,Committee investigators have established that a violation of corporate duties led to gross abuses of tax laws and other federal regulations 
Liberal,Workers would have a far better chance of improving their earnings if they were better educated before they entered the workforce  and if education and training were complemented by other labormarket interventions such as higher minimum wages  stronger unions  and a national strategy of creating good jobs 
Liberal,Even a weak version of the public option had the potential to achieve universal coverage  and a strong version would have attracted millions of middleclass Americans who would have happily dumped their policies containing high deductibles and health exclusions 
Liberal,Unions need to continue to lead the way in building productive labormanagement partnerships that create value and then share the gains  as they have done over the years with progressive employers in health care  communications  manufacturing  utilities  and other industries 
Liberal,Hedge funds are free from the disclosures required of ordinary investment companies  thanks to a loophole that exempts narrowlyheld funds that serve very wealthy people  no matter how large the fund or how risky its strategies 
Liberal,In it  he argues that some of America s richest peoplewith the active encouragement of many of our political leadershave successfully schemed to avoid much or most of the taxes they re supposed to pay 
Liberal,In South Korea  once  one of the most rigid patriarchal societies in the world   where women used to be abused for failing to produce a male heir  she tracks a new crop of women  Gold Misses  who are educated  working in prestigious jobs  and decidedly single well into their thirties 
Liberal,Instead  the Chamber said that the Democrats had created  uncertainty   causing banks to be  reluctant  to lend and American corporations afraid to invest 
Liberal,When the Republican Senate leadership unveiled rules changes to make it effectively impossible for Democrats to block extremist judicial nominees with a filibuster  the Democratic leadership threatened to use parliamentary tactics to shut the place down 
Liberal,However  the deduction is an inefficient mechanism for helping low  and middle  income people buy homes because it is worth less to families in lower income brackets  many of whom do not even itemize their deductions 
Liberal,From the  culture of greed   as Kevin Phillips put it  and the obscene richpoor gap to unilateralism and a deadly and costly war  family and community disintegration  immoral business and political practices  and economic collapse  sources of selfrespect and respect in the world are hard to find 
Liberal,Beset by criticism from both parties  if enjoying some disturbingly positive remarks from Rudy Giuliani and the Wall Street Journal   Obama has held his ground  arguing that he represents  change 
Liberal,As Burgin writes   economists who supported free markets were not so eager as in former years  to validate certain modes of government intervention and to emphasize the need for philosophical justifications for free markets that extended beyond the material abundance they ostensibly produced 
Liberal,Also  carriers must allow law enforcement to take the weapon during communication between officers and the concealed carry holders  and permits would still be required to carry weapons in establishments that serve alcohol 
Liberal,For a halfcentury  polluting companies had successfully staved off government regulation  lawsuits  and critical scientific analyses  the Manufacturing Chemists Association even claimed at the time that air pollution was  not a serious or critical menace to public health  
Liberal,For a start  it seemed to indicate that even George W Bush  who once had a realistic grasp of what another Middle East peace process could not do  has changed his mind  and worse  decided that peace between Israel and the Palestinians holds a key to the mitigation of the extreme dangers that now bedevil the entire region 
Liberal,The men and institutions at the top of the monetary pyramid  the movers and shakers who control financial institutions deemed too large or too wellconnected to be allowed to fail  because they are critical to the operations of the Federal Reserve and other central banks   are as welltodo and powerful as ever 
Liberal,Apart from the legal rights  the fact that lesbian women and gay men invent commitment ceremonies suggests that some want the intangible benefits of a public wedding  the joyous celebration  the approving social notice  the community s support for their loving sharing of past  present  and futureand sometimes the sanctification of a religious ceremony 
Liberal,But when politicians bring their religious convictions to bear on whether they favor limiting research into stem cells or support public assistance to faithbased charities  we ought to respect them for elevating the seriousness of our public conversation even if we disagree with the positions they take 
Liberal,Copenhagen will be critical to the success or failure of establishing a practical  binding global plan of action before humancaused climate change reaches the point of no return  creating a cascade of catastrophes 
Liberal,Or worse  they hold the view  inherited from poststructuralists or the cultural Marxists of the Frankfurt School  that pop culture is actively deceptive  giving people a false sense of satisfaction while  producing forms of debased entertainment to numb the American people into submission to their capitalist masters 
Liberal,HEAD START WAS NEVER INTENDED TO BE PRIMARILY an academic program  but one that prepares lowincome children for school by developing their health and their social  emotional  and physical skills  as well as math and reading readiness 
Liberal,It is easy to imagine consumerfriendly disclosure of the central features of a variety of credit card and mortgage agreements  allowing people to make informed comparisons and to choose the plan that is best for them 
Liberal,She seems pleased that there are a large number of fatherless families today because  contradicting all the social science evidence  she thinks males raised without fathers will treat women better 
Liberal,Walker has played on the public s suppressed class consciousness  blaming publicsector employees for the economic hell created by the ruling class   We can no longer live in a society where the public employees are the haves and taxpayers who foot the bills are the havenots   NYT   Strained States Turning to Laws to Curb Labor Unions   1311  
Liberal,The very subordination of workers  combined with the market mechanism that ratifies and reinforces it  means that capitalist societies will display ineradicable inequalities in variables of great importance  wealth  income  schooling  health care  housing  child care  and so forth 
Liberal,Strategic public investments in research  education  and neweconomy infrastructure like broadband and smart highways  as well as energy independence  are essential to sustaining a culture of innovation and strong institutional supports for technological change 
Liberal,But though weapons of mass destruction are getting easier to produce  they are still not easy to produce in some mountain hideout on the Pakistan border 
Liberal,So it is pretty clear to me how this jeopardizes Social Security  how it jeopardizes Medicare  how it will force more cuts and more pressure on those programs that have lifted so many people into the middle class 
Liberal,Congress and the media should start to examine and discuss the real reasons for this stubborn rejection of diplomacy  which is rooted in the administration s aggressive politicalmilitary aims toward Iran and the broader Middle East 
Liberal,A budget crisis created by tax cuts makes it seemingly unthinkable to spend the kind of money necessary to make serious headway on renewable energy 
Liberal,And yet  to avoid raising taxes on the richest people ever born  the political elite are perfectly happy to throw these everyday heroes and heroines out of work  in massive numbers 
Liberal, I am going to win by offering a real progressive alternative and calling out in no uncertain terms why Goode and Bush make America less safe  make our jobs less secure  and simply do nt get the world we live in   Perriello wrote 
Liberal,But the major US manufacturers are afraid to file complaints against them  for violating trade laws  because they do nt want to antagonize China and lose access to its markets  
Liberal,For many lowwage workers  the toughest obstacle to longterm success is unreliable or inadequate child care 
Liberal,According to the NYCLU   The New York City Police Department  spurred by the promise of  9 million in Federal Homeland Security grants and up to  815 million in federal counterterrorism funding  announced this year that it plans to create  a citywide system of closedcircuit televisions  operated from a single control center 
Liberal,Even with polls confirming that popular support for overturning the Supreme Court s ruling was weak  Queers Without Borders  Gay  Lesbian Advocates and Defenders  and Planned Parenthood of Connecticut all supported a  no  vote for the constitutional convention and argued against direct initiative 
Liberal,America created that virtuous cycle in which an evergrowing middle class had the ability to consume more goods and services  which created more and better jobs  thereby stoking demand 
Liberal,Sometimes  he was a dirtpoor witness to injustice  skeptical with good reason to be skeptical 
Liberal,If either of these freedoms is violated  the consequences are very grave not only for the individual voter and contributor  but for the society whose free political processes depend on a wide distribution of political power 
Liberal,In response to the setbacks of 2007  immigrants mobilized again  resulting in 2 million new Hispanic voters in 2008 and a clear repudiation of those who used prejudice for political gain  with 20 of 22 congressional candidates in swing districts opposing immigrants going down to defeat against proimmigrant candidates 
Liberal,THE OLD LIBEBALISM GOT AMERICA OUT OF DEPRESSION  won the war against fascism  built the middle class  created global alliances  and made education and health care far closer to universal than they had ever been 
Liberal,Liberals can appeal to Americans  fear about falling behind in terms of education and nurture a culture that respects learningthat lashes back at attacks made on teachers or that characterizes thoughtfulness and reflection as indecisiveness  a theme of the 2004 presidential campaign  
Liberal,Most Republicans  on the other hand  are happy to raise the national debt in order to cut taxes  either do nt believe in global climate change or do nt want to do anything serious to stop it  oppose any plan that could provide health care for all Americans  and think the American Dream is thriving 
Liberal,We have assigned pluses to the  nays  because Social Security numbers were not intended to be used and should not be used as the basis for a national ID database 
Liberal,Unions that had won bargaining and political power on the national level were confronted by employers not compelled to observe their nation s laws on wages  hours  and worker safety when they hired abroad  weakening labor influence at home 
Liberal,Philosophers do not end in total skepticism  but only because they unknowingly smuggle in their favorite beliefs from the prejudices of custom  passing them off as the work of a pure  neutral reason 
Liberal,I hope it is evident that I am constructing a sort of inverted pyramid of economic policy  give individuals and families the capacity to build wealth  and then create communities that can be breeding grounds for opportunity and wealth creation 
Liberal,Abstract  For years  feminists have been warning that  underneath all the attacks on women s reproductive rights  the multiplying restrictions on abortion  the attempts to defund Planned Parenthood s health services  the  conscience clauses  that let pharmacists choose which pills they ll dispense  lies a determined opposition to contraception and to women s independence generally 
Liberal,In Boulder  Colorado  utility Xcel Energy is building a pilot smart grid  in which electricity prices freely fluctuate every few minutes and homeowners can use Internet apps to adjust energy use accordinglyshutting off appliances during periods of peak demand  or programming their plugin hybrids to charge when electricity is cheap 
Liberal,Three years ago  Ian Buruma published Murder in Amsterdam  The Death of Theo Van Gogh and the Limits of Tolerance  an analysis of the shocking public slaying by an Islamist extremist of a Dutch filmmaker who  working with Ayaan Hirsi Ali  selfdeclared atheist and fugitive from Islam  had provocatively attacked Muslim attitudes toward women 
Liberal,The banks profit from the steep yield curve by borrowing money from the government at almost zero interest  or taking deposits at pathetically low rates  and recycling them by buying government debt in the form of treasury bonds at three and a half or four percent  with minimal risk 
Liberal,Another danger looms larger  that effective  active government  government that innovates  that protects people who need protecting  that acts aggressively when action is needed  is dying 
Liberal,When eyewitnesses are confronted by a stressful situation  as a victim of rape  for example  or as a witness to a crime that involves a gun  the odds of a correct identification are no better than flipping a coin 
Liberal,None of them challenged Russert s premise that Social security faces so dire a prognosis that only a big tax increase or cut in benefits can solve the problem 
Liberal,It is both a political and an economic fact that if we want to win the fight on climate change  we have to do it in a way that also builds a stronger economy and more opportunity for workers 
Liberal,Even as heavyweights like ExxonMobil busily denied that climate change existed  and lobbied hard to kill climate policies  BP vowed to cut its own C  Osub 2  emissions and invest heavily in solar  wind  and other alternative technologies  it even supported that oilindustry bogeyman  the Kyoto climate treaty 
Liberal,It is not healthy  but for the greedy bastards it is profitable 
Liberal,The easy credit  Alexander argues   funds criminal conduct  birddogging  and provides incentives for the overpricing of vehicles for massive profit to dealers 
Liberal,President Obama is a gifted rhetorician who will argue as he must given widespread anger and economic insecurity that he is the people s champion against the entrenched status quo of banks  large corporations  and their phalanx of lobbyists 
Liberal,Feminists have cooperated in creating the problem by establishing nofault divorce  and  in their celebration of female autonomy  can hardly agree to make divorce difficult once more 
Liberal,They would reach the young women who are balancing child rearing  lowwage jobs  and community college classesa group for whom the anger  frustration  and hopelessness of trying to be a good parent in this goitalone society certainly might rise as they scramble to finish their history assignments in the dead of night 
Liberal,A wonkier version of the reformequalsrationing argument is based less on panic mongering about Obama s secret euthanasia schemes and more on the implications of something called  comparative effectiveness research 
Liberal,Because it would not be worthwhile to bring a case for  3022  the arbitration clause would  as a practical matter  deny the Concepcions any relief and  more important  eliminate a class action that might punish ATT for its pattern of fraudulent behavior 
Liberal,By this standard  it s fair to conclude that President Bush over the last three years has failed to cope effectively with America s core economic problem  2 million lost jobs and the severing of the usual link between gross domestic product growth and job growth 
Liberal,   laws designed to bring American corporations more directly under the control of financiers encouraged corporate managers to focus more on making money and less on making quality goods 
Liberal,The BLM contends gatherings are necessary to save horses that are dying because their habitats lack food and water  a problem caused by overpopulation and possibly aggravated by climate change 
Liberal,She argued for the benefits of foot traffic made easier by small blocks  and noted that  a wellused street is apt to be a safe street 
Liberal,Studies have shown that if the United States were to make a meaningful investment in clean energy and efficiency  40 million new jobs could be created by 2030  making one in five jobs in the country some shade of green 
Liberal,Unchecked global warming will likely produce a lot of human misery around the world  but not all of that misery will create military threats 
Liberal,Bad behavior and poor skills have little negative economic impact on those born into wealth  they stay rich regardless  just as most born into the lower and working classes remain there regardless of how hard  honestly  and skillfully they toil 
Liberal,Of all that Americans discard  plastic seems to hold a special place in the heart of the trash conscious  perhaps because it s mysterious in origin  toxic to produce  hard to repair  and more often downcycled  into goods like carpets or fleece jackets that are eventually destined for the dump  than transformed into products that can be recycled again 
Liberal,The problems with the national party that make Warner s sure victory over Gilmore so dramatic  the unpopularity of the war  dissatisfaction with the economy  and gas prices  affect every contested Senate race 
Liberal,When Patrick s opponents  from both parties  challenged him to back a tax cut  using the slogan  It s their money   Patrick responded   Yes  but it s also their broken neighborhoods and their broken neighbors 
Liberal,This will help us create incentives to develop new energy that will make us less dependent on oil that endangers our security  our economy  and our planet 
Liberal,Even the more interventionist neoconservatives have focused on state threats to US primacy  not global economic and social forces  sometimes to their peril  since  even after September 11  some hawks in the administration were trying to shift the focus from a nonstate threat  Al Qaeda  to a state threat  Iraq 
Liberal,Abstract  Johnston shows why lowincome people using the earned income tax credit are far more likely to be audited than rich people using baroque tax shelters 
Liberal,Carney points out how the media treat nefarious partnerships between large corporations and government regulators as a surprise or as  proof that the case for reform is overwhelming   when in fact cooperation is routine and often involves easily discernible financial interests 
Liberal,The problem is that private insurers have every opportunity to game the system  By skimming off the youngest  healthiest patients and leaving the rest for the government to cover  they drive down their own costs and make the public option look outrageously expensive by comparison 
Liberal,Many of these youngerculture descendants still argue that the creation of humans marked the creation of all things  and even today they fight to insert such teachings into public schools 
Liberal,Professional women like Jane often lose benefits and opportunities when they reduce hours  but workers at WalMart and many other places see their hours cut or capped without their consent  and any health and pension benefits disappear altogether 
Liberal,Dressed in purple and fine linen and  feasting sumptuously every day   the rich man has found a way to ignore and step over a poor beggar who lies just outside his gate and might as well be invisible 
Liberal,But assuming the creationists are wrong and humans are products of evolution  it would be surprising if our species entirely escaped the powerful forces that shape organisms  behavior toward their kin 
Liberal,Easy credit meant easy money  and easy money allowed asset prices to be bid up far beyond rational valuations 
Liberal,The result has been a system that  according to the National Community Reinvestment Coalition  NCRC   has since 1977 leveraged over  6 trillion in reinvestment dollars through CRA agreements with banks providing credit for  affordable housing  small businesses  economic development  and community service facilities in minority and lowand moderateincome neighborhoods  in both cities and rural areas 
Liberal,Without the protection of the natural forest that land quickly loses its natural fertility 24 Beside the loss of nutrients  additional environmental changes occur in the soil  reduction of organic matter  moisture  and other properties   in the local climate  and with respect to biodiversity  leading to manifold unforeseen forms of ecological degradation that affect the local productivity 
Liberal,In part  because feminism had cleared a space for risk of the valuable sort  by beginning to control the bad and nonnecessary risks that women used to run every day in a maledominated world 
Liberal,Some 40 National Labor Relations Board decisions under Bush appointees have made it easier for employees to harass or intimidate prounion workers and harder to win union certification 
Liberal,The answer must lie in the growth in power of the 1 percent  their domination of the flow of information  and indignation  that can allow and facilitate a use of the threat of a growing debt as a counterrevolutionary weapon 
Liberal,A massive investment in opinion formation and management by big business groups and wealthy rightwing individuals  including the creation of an interlocking web of wellfunded think tanks  media companies  pressure groups  and pseudoscholarly centers designed to cover middleclass resentments with the patina of intellectual respectability 
Liberal,Democrats should say it loudly  If we take some of that money and invest it at home in alternative energy  roads  and schools  we ll create more jobs and more growth and make our economy stronger 
Liberal,Although the Tea Party has an identifiable antiwar wing  one poll found that the elder Paul was the group s secondmost admired politician  after Sarah Palin  by and large the Tea Partiers  instinctive patriotism makes them a tough audience for criticism of US intervention 
Liberal,Much progress was made in building the political infrastructure within the DNC for more effectively working with Hispanic elected officials in 2004  but Reyneri concluded that  to be truly effective  any Hispanic outreach effort would have to actively engage the state parties 
Liberal,The fledgling conservative movement was able to nominate Goldwater only because the Republican establishment was caught by surprise  and the movement still had no way to win national elections  Goldwater went down to humiliating defeat  
Liberal,The FairTax  they say  will result in unprecedented economic growth  a tremendous increase in capital investment  substantially lower interest rates  the creation of millions of new jobs  the saving of Social Security and Medicare  the doubling of the economy within 15 years  and the greatest transfer of power away from the government ever seen 
Liberal,There s no good reason why Democrats should limit their vision of what America can accomplish to the amount of revenues generated by repealing the Bush tax cut  in whole or in part 
Liberal,This GI Joe response was ostensibly to protect against further attacks  although how a potential machinegun battle in the middle of Grand Central Station was supposed to make anybody feel at ease is unclear 
Liberal,Because of the swaprelated provisions of Gramm s billwhich were supported by Fed chairman Alan Greenspan and Treasury secretary Larry Summers  a  62 trillion market  nearly four times the size of the entire US stock market  remained utterly unregulated  meaning no one made sure the banks and hedge funds had the assets to cover the losses they guaranteed 
Liberal,Wilson and the reformers in Congress were able to pass legislation establishing the Federal Reserve and the Federal Trade Commission because a succession of depressions and bank panics had worried business and angered workers and farmers 
Liberal,That principle lies at the heart of the next big legislative fight  over the extension of those parts of the Bush tax cuts that only benefit families earning more than  250000 per year 
Liberal,Between 1979 and 2006 the top tax rate on earned income was cut in half  the tax rate on capital gains was cut almost as much  the tax rate on corporate profits fell by more than a quarter 
Liberal,Cheney built a real war over imaginary weapons of mass destruction in Iraq 
Liberal,Yet  globalization taken in itself is not a very useful way of understanding the accumulation dynamic of the system at this specific stage of its development  which is better characterized  as Sweezy argued  in terms of the three elements of slow growth  in the center and in the world economy as a whole   monopolization via multinational corporations  and financialization 
Liberal,The threats and harassment are not directed only at women  since  it is now dangerous for men to wear shorts in public   or  to allow their children to play outside in shorts 
Liberal,In a farewell message he writes   I can not be blind to the evidence that we have seen free markets produce some damaging and dangerous results in recent years 
Liberal,This is used by Radcons in antitax harangues to fool people into thinking that wageearners should be allowed to keep all their income  ignoring the fact that their taxes pay for public schools  roads  water  clean air  bridges  national defense  seaports  police  fire departments  public health and safety  and other essential services 
Liberal,Providing security to large numbers of Afghans  strengthening the Karzai government  and encouraging economic growth are all within the grasp of Western forces  if they are willing to stop battling for control of the proTaliban south and redirect their efforts to more modest projects 
Liberal,At the same time  libertarians following in the footsteps of classical liberal political forces in Europe  Germany s Free Democratic Party comes to mind  need to draw an outline of a pragmatic  less militarized  and less interventionist foreign policy  while still working to strengthen political liberty and free markets at home 
Liberal, I would go in and start by looking through how much could we save  how much could we cut immediately   Gingrich told the Tea Party Patriots  which was nothing more than coded words for the fact that his campaign has nt proposed  and has nt yet given any thought to  any specific spending cuts 
Liberal,The path to your party s resurrection lies in your ability to understand what you did wrong over the last eight years  not in waiting until the Obama administration makes mistakes 
Liberal,Warren proposes a financial products safety commission to review potentially hazardous products for safety and efficacy  rather like the way the Food and Drug Administration functions  before such products are marketed to consumers  see Tamara Draut   Financial Product Safety   page A23  
Liberal,And God bless them  they won one in 2004 when  in Pickett v IBP  an Alabama jury awarded  128 billion to cattlemen in a class action suit because IBP had used captive supplies to negatively manipulate cattle prices 
Liberal,Because the AMT is not indexed for inflation  and because the 200103 tax changes lowered tax shares of upperincome taxpayers without permanently adjusting it  the UrbanBrookings Tax Policy Center estimates that by 2010  as many as onethird of taxpayers will be affected by the AMT at a cost of more than  100 billion 
Liberal,The question which immediately arises and which some writers believe to be very damaging to the concept of surplus value is why the worker should be content to sell his labor power for its exchange value rather than insist on getting the exchange value which the employment of his labor power creates 
Liberal,But that s a difficult argument to make against Obamacare s Medicaid expansion  because the federal government will fund 100 percent of it for the first three years  starting in 2014  before gradually lowering its share to 90 percent in 2020 and thereafter 
Liberal,First  as Shikha Dalmia of the Reason Foundation writes   Big medicine has long blamed the unnecessary tests and procedures these awards encourage for rising health care costs 
Liberal,They used the budget surplus they inherited from Clinton for a tax cut for the rich  creating longterm fiscal problems that continue to constrict liberal initiatives 
Liberal,Since I spend most of my time haplessly battling global warming  I encounter a fair number of climatechange skeptics 
Liberal,This coalition is reminiscent of the global justice movement of the late nineties  but with the difference that this time the US working class is under direct attack and fighting for its own survival  which brought the movement broader appeal and increased urgency to fight 
Liberal,Gunfree zones are invitations to mass murder  gunrights advocates argued after a lone gunman s shooting rampage on December 14 at the Sandy Hook Elementary School in Newtown  Connecticut  left 20 children and six adults dead 
Liberal,Within a year of the shooting  the SCCC s student affiliates wore empty holsters to protest for the right to carry concealed weapons on campus at 600 colleges nationwide 
Liberal,To get around this problem  Cameron began talking about the need to  share the proceeds of growth  between tax cuts and public investment  a suitably vague compromise that managed both to placate activists and convince the public that a future Tory government would nt cut public spending 
Liberal, To have state taxpayer money support an organization with antigay policies is deeply disturbing  particularly at a time when we re seeing so many funding cuts to our most vulnerable residents   7 said Kara DeLeonardis in an interview with the Times Argus newspaper 
Liberal,But both authors do stress that what vaccines have done is as remarkable as nutrition and hygiene reducing the mortality rate by 500 percent  in some cases vaccines have reduced the rate to essentially zero  which is why people no longer fear the diseases that used to kill children 
Liberal,To achieve these ends  America has created a patchwork of programs and services  a minimum wage  an Earned Income Tax Credit  unemployment insurance  welfare  job training  child care  Medicaid  lowincome housing  and food stamps 
Liberal,Some men will like taking care of children  if government and employers give them decent support   others will try to avoid care  and women will be able  let us hope  to see that one coming in advance and make the choices they want to make in response 
Liberal,If that daily message were not sufficient discouragement  markets harness our creative capacities and energies by arranging for other people to threaten our livelihoods 
Liberal,and the stores where we were better because we could mock them while still giving them our lunch money  Smash  your source for middleclass punk   
Liberal,A clause in Pennsylvania s constitution decried  an enormous Proportion of Property vested in a few individuals  as  dangerous to the Rights  and destructive to the Common Happiness  of Mankind  and therefore every free State hath a right by its Laws to discourage the Possession of Such Property 
Liberal,The second unusual sight is one that should give medicalmarijuana skeptics pause  scores of people with visible physical handicaps integrated seamlessly  without special comment  into a subculture that has recognized their pain and need for relief as being worthy of individual dignity and choice 
Liberal,Often their land has been stolen as a result of the inroads of agribusiness  while they are also forced from the land by low prices they have historically received for their products and threats against campesino lives 
Liberal,Gingrich does not see a market solution to the energy crisis  but rather a federal governmentled solution   Future presidents will surely find a way to vet their bold proposals with an appropriate subset of environmental and economic gurus so our national leaders are better prepared to deliver workable and effective environmental policies 
Liberal,Onsite child care  paid family leave  paid sick time  affordable health insurance  flexible scheduling  and homebased work opportunities relieve workfamily stress and increase employee job satisfaction 
Liberal,To the often foolish Hayden White  Dawson prefers the  sedatives  of religion to the certainties of science  an argument so silly as not to be taken seriously 
Liberal,This sounds good on the surface  but this too is still far from an ideal solution  it does nt stop fraud until after it starts  it places the responsibility for identifying ID fraud on the victim  the cost of credit monitoring is borne by the innocent consumer  and it is Orwellian in its approach 
Liberal,A second great fable holds that making rich people richer makes the rest of us richer 
Liberal,Every time Kerry seemed to get the upper hand in the foreignpolicy debate  the papers would be filled with advice from  often anonymous  party strategists that now was the time to  pivot  away from national security and toward jobs and health care rather than to go in for the kill 
Liberal,As a US Senate candidate against Ted Kennedy in 1994  and as a gubernatorial candidate in 2002  Romney also supported gun bans   assault weapons  and  Brady Bill   and rejected Ronald Reagan as too conservative 
Liberal,As long as economic and fiscal pressures fuel anxiety over immigrants  the increased competition for jobs  and the deteriorating publicschool system  it will be hard to generate compassionate and rational responses for youthful lawbreakers 
Liberal,These are harddriving  vicious  cutthroat financial killers  the kind of people who leave blood all over the boardroom table and fight to the bitter end to gain maximum advantage 
Liberal,When we continue to spend tens of billions of dollars on weapons systems of dubious value but are unwilling to spend the money to protect highly vulnerable chemical plants in major urban centers  it becomes more difficult to get other countries to safeguard their nuclear power plants 
Liberal,While this idea runs through the sequel as well  there is another one that unites much of this book  though Levitt and Dubner never make it explicit  every age has problems that must be solved through human ingenuity and technological innovation  but these solutions create problems of their own that perpetuate the cycle 
